id;last_name;marital_status;gender; annual_income ; industry ;zip_code;age_at_issue;member_type;add_members; annual_fee ;payment_type;status;start_month;start_day;start_year;end_month;end_day;end_year
A01012;Dixon;Married;M; $41.720,00 ;Utilities;80211;58;Bronze;2; $5.000,00 ;MONTHLY;ACTIVE;11;28;2008;NULL;;
A02389;Cox;Married;M; $109.184,00 ;Telecommunication Services;80211;30;Platinum;3; $15.000,00 ;ANNUAL;ACTIVE;11;27;2009;NULL;;
A02340;Lawrence;Married;M; $81.487,00 ;Materials;80211;54;Gold;2; $9.000,00 ;ANNUAL;ACTIVE;11;26;2009;NULL;;
A02352;Palmer;Married;F; $45.424,00 ;Real Estate;80211;59;Platinum;2; $15.000,00 ;SEMI-ANNUAL;ACTIVE;11;26;2009;NULL;;
A10292;Howard;Single;M; $90.649,00 ;Health Care;80211;35;Platinum;0; $15.000,00 ;ANNUAL;ACTIVE;11;25;2013;NULL;;
A07542;Mack;Single;M; $93.679,00 ;Energy;80211;41;Silver;0; $7.000,00 ;ANNUAL;ACTIVE;11;23;2012;NULL;;
A10260;Carr;Married;M; $114.403,00 ;Industrials;80211;60;Gold;2; $9.000,00 ;ANNUAL;ACTIVE;11;19;2013;NULL;;
A06094;Edwards;Married;M; $64.658,00 ;Information Technology;80211;55;Bronze;3; $5.000,00 ;ANNUAL;ACTIVE;11;15;2011;NULL;;
A10222;Vega;Married;M; $66.102,00 ;Industrials;80211;45;Bronze;2; $5.000,00 ;QUARTERLY;ACTIVE;11;14;2013;NULL;;
A00930;Atkins;Married;M; $82.009,00 ;Telecommunication Services;80211;58;Bronze;2; $5.000,00 ;ANNUAL;ACTIVE;11;14;2008;NULL;;
A04984;Wallace;Married;M; $96.391,00 ;Industrials;80211;47;Silver;3; $7.000,00 ;ANNUAL;ACTIVE;11;12;2010;NULL;;
A06083;Reynolds;Married;M; $52.031,00 ;Energy;80211;38;Platinum;3; $15.000,00 ;ANNUAL;ACTIVE;11;11;2011;NULL;;
A10182;Johnson;Married;F; $60.532,00 ;Utilities;80211;49;Platinum;1; $15.000,00 ;MONTHLY;ACTIVE;11;7;2013;NULL;;
A10179;Estrada;Married;M; $36.023,00 ;Materials;80211;56;Silver;3; $7.000,00 ;ANNUAL;ACTIVE;11;6;2013;NULL;;
A09981;Spencer;Married;M; $83.963,00 ;Information Technology;80211;47;Bronze;3; $5.000,00 ;MONTHLY;ACTIVE;10;31;2013;NULL;;
A10172;Myers;Married;M; $55.533,00 ;Materials;80211;47;Silver;3; $7.000,00 ;MONTHLY;ACTIVE;10;31;2013;NULL;;
A06052;Dean;Married;M; $76.942,00 ;Utilities;80211;40;Gold;2; $9.000,00 ;ANNUAL;ACTIVE;10;31;2011;NULL;;
A06061;Wilkerson;Married;M; $41.643,00 ;Energy;80211;43;Platinum;2; $15.000,00 ;MONTHLY;ACTIVE;10;31;2011;NULL;;
A06077;Chapman;Married;F; $113.738,00 ;Consumer Staples;80211;45;Bronze;3; $5.000,00 ;ANNUAL;ACTIVE;10;31;2011;NULL;;
A00922;Huff;Married;F; $66.416,00 ;Utilities;80211;46;Platinum;1; $15.000,00 ;ANNUAL;ACTIVE;10;31;2008;NULL;;
A02251;Pearson;Married;M; $80.314,00 ;Information Technology;80211;45;Platinum;1; $15.000,00 ;ANNUAL;ACTIVE;10;30;2009;NULL;;
A10130;Paul;Married;M; $90.150,00 ;Telecommunication Services;80211;37;Bronze;3; $5.000,00 ;ANNUAL;ACTIVE;10;29;2013;NULL;;
A04941;Peters;Married;M; $114.937,00 ;Consumer Staples;80211;47;Silver;1; $7.000,00 ;ANNUAL;ACTIVE;10;28;2010;NULL;;
A02254;Diaz;Married;F; $101.327,00 ;Unclassified;80211;49;Bronze;2; $5.000,00 ;MONTHLY;ACTIVE;10;28;2009;NULL;;
A06035;Campbell;Married;F; $45.659,00 ;Health Care;80211;49;Bronze;3; $5.000,00 ;ANNUAL;ACTIVE;10;25;2011;NULL;;
A10071;Meyer;Married;M; $95.196,00 ;Consumer Discretionary;80211;44;Platinum;3; $15.000,00 ;ANNUAL;ACTIVE;10;22;2013;NULL;;
A00877;Ortega;Married;M; $48.904,00 ;Financials;80211;30;Platinum;3; $15.000,00 ;SEMI-ANNUAL;ACTIVE;10;21;2008;NULL;;
A07444;Clark;Married;M; $113.558,00 ;Energy;80211;37;Platinum;1; $15.000,00 ;ANNUAL;ACTIVE;10;15;2012;NULL;;
A06007;Pratt;Single;M; $44.774,00 ;Utilities;80211;46;Bronze;0; $5.000,00 ;SEMI-ANNUAL;ACTIVE;10;13;2011;NULL;;
A09837;Peterson;Married;M; $85.798,00 ;Industrials;80211;46;Platinum;2; $15.000,00 ;MONTHLY;ACTIVE;10;9;2013;NULL;;
A02188;McLaughlin;Single;M; $56.584,00 ;Information Technology;80211;30;Silver;0; $7.000,00 ;ANNUAL;ACTIVE;10;8;2009;NULL;;
A10001;Hopkins;Single;F; $86.422,00 ;Telecommunication Services;80211;44;Silver;0; $7.000,00 ;MONTHLY;ACTIVE;10;7;2013;NULL;;
A09880;Foster;Married;F; $57.226,00 ;Consumer Discretionary;80211;53;Bronze;3; $5.000,00 ;QUARTERLY;ACTIVE;10;7;2013;NULL;;
A09868;Russell;Married;M; $57.199,00 ;Health Care;80211;39;Gold;3; $9.000,00 ;ANNUAL;ACTIVE;9;30;2013;NULL;;
A09924;Bass;Married;F; $85.915,00 ;Materials;80211;50;Platinum;2; $15.000,00 ;QUARTERLY;ACTIVE;9;30;2013;NULL;;
A02101;Perry;Married;F; $80.925,00 ;Telecommunication Services;80211;46;Silver;1; $7.000,00 ;ANNUAL;ACTIVE;9;30;2009;NULL;;
A02106;Cobb;Married;M; $76.373,00 ;Telecommunication Services;80211;39;Silver;1; $7.000,00 ;ANNUAL;ACTIVE;9;25;2009;NULL;;
A00810;Cole;Single;M; $90.493,00 ;Health Care;80211;25;Gold;0; $9.000,00 ;MONTHLY;ACTIVE;9;25;2008;NULL;;
A09730;McKinney;Married;M; $82.134,00 ;Real Estate;80211;38;Silver;2; $7.000,00 ;MONTHLY;ACTIVE;9;18;2013;NULL;;
A04588;Rodriguez;Married;M; $80.457,00 ;Industrials;80211;43;Silver;1; $7.000,00 ;ANNUAL;ACTIVE;9;13;2010;NULL;;
A09708;Nichols;Married;M; $44.179,00 ;Information Technology;80211;50;Silver;3; $7.000,00 ;SEMI-ANNUAL;ACTIVE;9;12;2013;NULL;;
A05934;Mendoza;Married;M; $61.487,00 ;Utilities;80211;39;Platinum;1; $15.000,00 ;SEMI-ANNUAL;ACTIVE;9;12;2011;NULL;;
A09710;Robbins;Married;M; $61.164,00 ;Utilities;80211;40;Silver;1; $7.000,00 ;ANNUAL;ACTIVE;9;11;2013;NULL;;
A04851;Young;Married;M; $102.345,00 ;Telecommunication Services;80211;55;Platinum;3; $15.000,00 ;ANNUAL;ACTIVE;9;7;2010;NULL;;
A00745;Hill;Married;M; $114.707,00 ;Energy;80211;39;Bronze;3; $5.000,00 ;ANNUAL;ACTIVE;9;2;2008;NULL;;
A04821;Watts;Married;F; $62.801,00 ;Unclassified;80211;29;Bronze;2; $5.000,00 ;ANNUAL;ACTIVE;8;31;2010;NULL;;
A04664;Hampton;Married;F; $80.465,00 ;Financials;80211;49;Platinum;1; $15.000,00 ;ANNUAL;ACTIVE;8;31;2010;NULL;;
A04702;Mendoza;Married;M; $37.496,00 ;Health Care;80211;60;Platinum;1; $15.000,00 ;ANNUAL;ACTIVE;8;31;2010;NULL;;
A04653;Carlson;Married;M; $108.780,00 ;Real Estate;80211;73;Silver;2; $7.000,00 ;ANNUAL;ACTIVE;8;31;2010;NULL;;
A04612;Mann;Married;M; $54.527,00 ;Information Technology;80211;75;Gold;3; $9.000,00 ;QUARTERLY;ACTIVE;8;31;2010;NULL;;
A09641;Robertson;Married;F; $67.784,00 ;Utilities;80211;38;Silver;2; $7.000,00 ;ANNUAL;ACTIVE;8;30;2013;NULL;;
A05906;Watkins;Married;M; $113.373,00 ;Materials;80211;46;Silver;3; $7.000,00 ;SEMI-ANNUAL;ACTIVE;8;30;2011;NULL;;
A04497;Ellis;Married;M; $92.931,00 ;Telecommunication Services;80211;38;Silver;2; $7.000,00 ;MONTHLY;ACTIVE;8;30;2010;NULL;;
A04584;Ortiz;Married;M; $89.787,00 ;Unclassified;80211;46;Gold;3; $9.000,00 ;ANNUAL;ACTIVE;8;30;2010;NULL;;
A01999;Hicks;Married;M; $70.348,00 ;Financials;80211;38;Silver;2; $7.000,00 ;ANNUAL;ACTIVE;8;28;2009;NULL;;
A09586;Byrd;Single;M; $61.850,00 ;Health Care;80211;24;Gold;0; $9.000,00 ;ANNUAL;ACTIVE;8;27;2013;NULL;;
A04509;Warner;Married;M; $100.408,00 ;Industrials;80211;28;Gold;3; $9.000,00 ;ANNUAL;ACTIVE;8;27;2010;NULL;;
A04520;Baldwin;Married;M; $45.521,00 ;Real Estate;80211;36;Platinum;1; $15.000,00 ;ANNUAL;ACTIVE;8;27;2010;NULL;;
A04551;Fields;Married;M; $100.952,00 ;Unclassified;80211;43;Gold;3; $9.000,00 ;ANNUAL;ACTIVE;8;27;2010;NULL;;
A04544;Day;Married;M; $49.082,00 ;Telecommunication Services;80211;63;Gold;3; $9.000,00 ;ANNUAL;ACTIVE;8;27;2010;NULL;;
A04495;Fleming;Married;F; $76.772,00 ;Telecommunication Services;80211;44;Platinum;1; $15.000,00 ;ANNUAL;ACTIVE;8;26;2010;NULL;;
A04422;Waters;Single;M; $83.565,00 ;Consumer Discretionary;80211;19;Bronze;0; $5.000,00 ;SEMI-ANNUAL;ACTIVE;8;18;2010;NULL;;
A01960;Rodriguez;Married;M; $37.440,00 ;Financials;80211;39;Platinum;1; $15.000,00 ;ANNUAL;ACTIVE;8;12;2009;NULL;;
A01950;Parsons;Married;F; $40.439,00 ;Unclassified;80211;52;Platinum;2; $15.000,00 ;SEMI-ANNUAL;ACTIVE;8;4;2009;NULL;;
A09423;Scott;Married;M; $81.116,00 ;Energy;80211;41;Gold;3; $9.000,00 ;MONTHLY;ACTIVE;7;31;2013;NULL;;
A09408;Sims;Single;F; $49.162,00 ;Financials;80211;47;Platinum;0; $15.000,00 ;MONTHLY;ACTIVE;7;31;2013;NULL;;
A07199;McKenzie;Married;M; $82.928,00 ;Consumer Staples;80211;58;Silver;3; $7.000,00 ;MONTHLY;ACTIVE;7;30;2012;NULL;;
A04347;Lindsey;Married;M; $36.821,00 ;Energy;80211;28;Gold;2; $9.000,00 ;ANNUAL;ACTIVE;7;30;2010;NULL;;
A09350;Benson;Married;M; $99.357,00 ;Energy;80211;49;Gold;2; $9.000,00 ;ANNUAL;ACTIVE;7;23;2013;NULL;;
A01903;Ball;Married;M; $96.772,00 ;Information Technology;80211;30;Bronze;2; $5.000,00 ;SEMI-ANNUAL;ACTIVE;7;22;2009;NULL;;
A07179;Jordan;Single;M; $77.053,00 ;Information Technology;80211;23;Gold;0; $9.000,00 ;MONTHLY;ACTIVE;7;19;2012;NULL;;
A09321;Mitchell;Married;M; $107.634,00 ;Telecommunication Services;80211;45;Bronze;3; $5.000,00 ;ANNUAL;ACTIVE;7;18;2013;NULL;;
A01876;Reese;Married;M; $53.716,00 ;Industrials;80211;50;Platinum;2; $15.000,00 ;ANNUAL;ACTIVE;7;16;2009;NULL;;
A00593;Figueroa;Married;M; $44.738,00 ;Energy;80211;28;Bronze;1; $5.000,00 ;ANNUAL;ACTIVE;7;16;2008;NULL;;
A05839;Atkins;Married;M; $42.321,00 ;Financials;80211;43;Gold;1; $9.000,00 ;ANNUAL;ACTIVE;7;15;2011;NULL;;
A04196;Bell;Married;F; $105.243,00 ;Unclassified;80211;48;Platinum;3; $15.000,00 ;ANNUAL;ACTIVE;7;12;2010;NULL;;
A09264;Lee;Divorced;F; $100.428,00 ;Telecommunication Services;80211;46;Silver;0; $7.000,00 ;MONTHLY;ACTIVE;7;11;2013;NULL;;
A01854;Newman;Married;M; $77.488,00 ;Consumer Discretionary;80211;41;Silver;1; $7.000,00 ;SEMI-ANNUAL;ACTIVE;7;7;2009;NULL;;
A00571;Wood;Single;M; $86.671,00 ;Consumer Staples;80211;24;Bronze;0; $5.000,00 ;SEMI-ANNUAL;ACTIVE;6;30;2008;NULL;;
A00559;Carter;Married;M; $41.915,00 ;Telecommunication Services;80211;43;Gold;3; $9.000,00 ;SEMI-ANNUAL;ACTIVE;6;30;2008;NULL;;
A07129;Hamilton;Married;M; $112.144,00 ;Financials;80211;44;Bronze;2; $5.000,00 ;SEMI-ANNUAL;ACTIVE;6;29;2012;NULL;;
A09205;Porter;Married;M; $119.986,00 ;Health Care;80211;50;Bronze;1; $5.000,00 ;ANNUAL;ACTIVE;6;28;2013;NULL;;
A09148;Vega;Married;M; $39.767,00 ;Consumer Staples;80211;63;Platinum;1; $15.000,00 ;ANNUAL;ACTIVE;6;28;2013;NULL;;
A04120;Cannon;Married;M; $91.781,00 ;Utilities;80211;43;Silver;2; $7.000,00 ;MONTHLY;ACTIVE;6;28;2010;NULL;;
A09094;Keller;Married;M; $87.806,00 ;Materials;80211;40;Silver;2; $7.000,00 ;MONTHLY;ACTIVE;6;25;2013;NULL;;
A01803;Saunders;Married;M; $42.661,00 ;Consumer Staples;80211;37;Gold;1; $9.000,00 ;ANNUAL;ACTIVE;6;24;2009;NULL;;
A01768;Holland;Married;M; $113.083,00 ;Industrials;80211;39;Gold;3; $9.000,00 ;ANNUAL;ACTIVE;6;22;2009;NULL;;
A07028;Murphy;Married;M; $114.336,00 ;Financials;80211;47;Platinum;3; $15.000,00 ;SEMI-ANNUAL;ACTIVE;5;31;2012;NULL;;
A01734;Paul;Single;F; $86.375,00 ;Unclassified;80211;20;Bronze;0; $5.000,00 ;ANNUAL;ACTIVE;5;29;2009;NULL;;
A03947;McCarthy;Married;M; $71.866,00 ;Energy;80211;38;Silver;1; $7.000,00 ;ANNUAL;ACTIVE;5;26;2010;NULL;;
A03767;Mitchell;Married;M; $94.434,00 ;Health Care;80211;39;Gold;1; $9.000,00 ;ANNUAL;ACTIVE;5;18;2010;NULL;;
A08972;Sparks;Married;F; $115.013,00 ;Financials;80211;49;Bronze;3; $5.000,00 ;MONTHLY;ACTIVE;5;14;2013;NULL;;
A03871;Shaw;Married;M; $92.298,00 ;Consumer Discretionary;80211;42;Gold;1; $9.000,00 ;ANNUAL;ACTIVE;5;10;2010;NULL;;
A08953;McLaughlin;Married;F; $56.957,00 ;Unclassified;80211;36;Platinum;2; $15.000,00 ;MONTHLY;ACTIVE;5;7;2013;NULL;;
A01666;Chavez;Single;M; $79.612,00 ;Unclassified;80211;23;Platinum;0; $15.000,00 ;SEMI-ANNUAL;ACTIVE;5;5;2009;NULL;;
A00470;Quinn;Married;F; $48.933,00 ;Health Care;80211;46;Platinum;1; $15.000,00 ;MONTHLY;ACTIVE;5;2;2008;NULL;;
A03829;Hansen;Married;M; $48.870,00 ;Energy;80211;50;Platinum;2; $15.000,00 ;ANNUAL;ACTIVE;4;30;2010;NULL;;
A03815;Logan;Married;M; $84.217,00 ;Consumer Discretionary;80211;55;Bronze;3; $5.000,00 ;ANNUAL;ACTIVE;4;29;2010;NULL;;
A03804;Hawkins;Married;M; $89.909,00 ;Unclassified;80211;55;Bronze;2; $5.000,00 ;SEMI-ANNUAL;ACTIVE;4;28;2010;NULL;;
A08901;Wheeler;Married;M; $50.946,00 ;Real Estate;80211;43;Gold;1; $9.000,00 ;QUARTERLY;ACTIVE;4;25;2013;NULL;;
A01615;Clayton;Married;M; $85.135,00 ;Information Technology;80211;40;Gold;1; $9.000,00 ;ANNUAL;ACTIVE;4;16;2009;NULL;;
A08870;Haynes;Married;F; $70.405,00 ;Health Care;80211;45;Bronze;2; $5.000,00 ;ANNUAL;ACTIVE;4;15;2013;NULL;;
A08468;Pena;Married;M; $97.387,00 ;Industrials;80211;25;Bronze;3; $5.000,00 ;ANNUAL;ACTIVE;3;31;2013;NULL;;
A08359;Miles;Married;F; $52.203,00 ;Telecommunication Services;80211;36;Gold;3; $9.000,00 ;ANNUAL;ACTIVE;3;31;2013;NULL;;
A08743;Morrison;Married;M; $54.049,00 ;Financials;80211;53;Platinum;3; $15.000,00 ;QUARTERLY;ACTIVE;3;31;2013;NULL;;
A03637;Hardy;Single;M; $40.538,00 ;Materials;80211;22;Bronze;0; $5.000,00 ;ANNUAL;ACTIVE;3;31;2010;NULL;;
A03611;Ramos;Single;F; $59.100,00 ;Unclassified;80211;28;Platinum;0; $15.000,00 ;ANNUAL;ACTIVE;3;31;2010;NULL;;
A03528;Gutierrez;Married;F; $46.120,00 ;Financials;80211;38;Bronze;3; $5.000,00 ;ANNUAL;ACTIVE;3;31;2010;NULL;;
A03547;Schneider;Married;F; $42.660,00 ;Consumer Discretionary;80211;50;Silver;2; $7.000,00 ;ANNUAL;ACTIVE;3;31;2010;NULL;;
A01482;Rhodes;Married;M; $67.436,00 ;Financials;80211;39;Silver;3; $7.000,00 ;SEMI-ANNUAL;ACTIVE;3;31;2009;NULL;;
A01536;Williamson;Married;M; $111.840,00 ;Financials;80211;47;Gold;2; $9.000,00 ;SEMI-ANNUAL;ACTIVE;3;31;2009;NULL;;
A00415;Myers;Married;F; $67.467,00 ;Energy;80211;57;Silver;3; $7.000,00 ;ANNUAL;ACTIVE;3;31;2008;NULL;;
A08665;Boyd;Married;M; $103.541,00 ;Information Technology;80211;35;Platinum;3; $15.000,00 ;ANNUAL;ACTIVE;3;30;2013;NULL;;
A08564;Taylor;Married;M; $59.902,00 ;Health Care;80211;47;Platinum;3; $15.000,00 ;ANNUAL;ACTIVE;3;30;2013;NULL;;
A06890;Craig;Married;F; $82.651,00 ;Information Technology;80211;48;Platinum;1; $15.000,00 ;ANNUAL;ACTIVE;3;30;2012;NULL;;
A03477;Patterson;Married;M; $46.699,00 ;Materials;80211;47;Bronze;2; $5.000,00 ;ANNUAL;ACTIVE;3;29;2010;NULL;;
A03513;Carroll;Widowed;F; $81.140,00 ;Industrials;80211;53;Gold;0; $9.000,00 ;ANNUAL;ACTIVE;3;29;2010;NULL;;
A03486;Stanley;Married;F; $101.820,00 ;Telecommunication Services;80211;62;Gold;2; $9.000,00 ;ANNUAL;ACTIVE;3;29;2010;NULL;;
A03497;Blair;Married;F; $107.999,00 ;Health Care;80211;64;Platinum;1; $15.000,00 ;MONTHLY;ACTIVE;3;29;2010;NULL;;
A08434;Casey;Married;M; $100.918,00 ;Consumer Staples;80211;37;Gold;2; $9.000,00 ;ANNUAL;ACTIVE;3;26;2013;NULL;;
A03438;Casey;Married;M; $47.068,00 ;Health Care;80211;64;Gold;2; $9.000,00 ;ANNUAL;ACTIVE;3;26;2010;NULL;;
A01500;Gonzalez;Single;M; $87.566,00 ;Consumer Discretionary;80211;25;Bronze;0; $5.000,00 ;MONTHLY;ACTIVE;3;26;2009;NULL;;
A03258;Moody;Single;M; $41.919,00 ;Real Estate;80211;24;Bronze;0; $5.000,00 ;ANNUAL;ACTIVE;3;25;2010;NULL;;
A01460;Dixon;Married;F; $40.464,00 ;Energy;80211;27;Bronze;3; $5.000,00 ;SEMI-ANNUAL;ACTIVE;3;23;2009;NULL;;
A08502;Sparks;Married;F; $104.686,00 ;Information Technology;80211;61;Platinum;1; $15.000,00 ;MONTHLY;ACTIVE;3;22;2013;NULL;;
A08416;Henry;Married;F; $54.355,00 ;Consumer Discretionary;80211;37;Platinum;1; $15.000,00 ;ANNUAL;ACTIVE;3;21;2013;NULL;;
A08401;Crawford;Married;M; $98.902,00 ;Utilities;80211;45;Gold;1; $9.000,00 ;MONTHLY;ACTIVE;3;19;2013;NULL;;
A03325;Graves;Married;F; $44.391,00 ;Materials;80211;44;Bronze;3; $5.000,00 ;ANNUAL;ACTIVE;3;19;2010;NULL;;
A08397;Weber;Married;M; $106.787,00 ;Unclassified;80211;57;Bronze;2; $5.000,00 ;MONTHLY;ACTIVE;3;18;2013;NULL;;
A06596;Herrera;Married;M; $57.319,00 ;Energy;80211;45;Silver;3; $7.000,00 ;SEMI-ANNUAL;ACTIVE;3;15;2012;NULL;;
A03261;Carlson;Widowed;F; $113.125,00 ;Unclassified;80211;56;Bronze;0; $5.000,00 ;ANNUAL;ACTIVE;3;15;2010;NULL;;
A01409;Rodgers;Married;M; $111.187,00 ;Industrials;80211;33;Bronze;1; $5.000,00 ;MONTHLY;ACTIVE;3;13;2009;NULL;;
A01412;Cobb;Married;M; $72.811,00 ;Telecommunication Services;80211;43;Platinum;2; $15.000,00 ;ANNUAL;ACTIVE;3;13;2009;NULL;;
A03243;Sherman;Married;M; $51.106,00 ;Utilities;80211;65;Bronze;2; $5.000,00 ;ANNUAL;ACTIVE;3;12;2010;NULL;;
A03231;Figueroa;Married;M; $117.904,00 ;Consumer Discretionary;80211;67;Silver;3; $7.000,00 ;ANNUAL;ACTIVE;3;11;2010;NULL;;
A08280;Byrd;Married;M; $46.755,00 ;Telecommunication Services;80211;35;Platinum;3; $15.000,00 ;ANNUAL;ACTIVE;3;6;2013;NULL;;
A00282;Stone;Married;M; $93.619,00 ;Telecommunication Services;80211;45;Silver;3; $7.000,00 ;ANNUAL;ACTIVE;3;6;2008;NULL;;
A06550;Chavez;Married;M; $118.798,00 ;Utilities;80211;50;Gold;1; $9.000,00 ;ANNUAL;ACTIVE;2;29;2012;NULL;;
A06467;Andrews;Married;M; $103.514,00 ;Financials;80211;51;Silver;1; $7.000,00 ;MONTHLY;ACTIVE;2;29;2012;NULL;;
A06497;Nguyen;Married;F; $91.738,00 ;Consumer Staples;80211;55;Platinum;2; $15.000,00 ;ANNUAL;ACTIVE;2;29;2012;NULL;;
A06438;Holt;Married;M; $105.245,00 ;Unclassified;80211;67;Gold;3; $9.000,00 ;SEMI-ANNUAL;ACTIVE;2;29;2012;NULL;;
A00260;Weaver;Married;M; $44.963,00 ;Industrials;80211;44;Platinum;3; $15.000,00 ;SEMI-ANNUAL;ACTIVE;2;29;2008;NULL;;
A08270;Harper;Married;M; $92.890,00 ;Financials;80211;43;Gold;1; $9.000,00 ;MONTHLY;ACTIVE;2;28;2013;NULL;;
A08219;Herrera;Married;F; $84.108,00 ;Consumer Staples;80211;59;Gold;2; $9.000,00 ;MONTHLY;ACTIVE;2;28;2013;NULL;;
A08141;Tucker;Married;M; $41.740,00 ;Consumer Staples;80211;62;Bronze;1; $5.000,00 ;SEMI-ANNUAL;ACTIVE;2;28;2013;NULL;;
A03109;Davis;Married;F; $72.064,00 ;Industrials;80211;35;Silver;2; $7.000,00 ;ANNUAL;ACTIVE;2;26;2010;NULL;;
A02991;Ray;Married;F; $92.463,00 ;Telecommunication Services;80211;54;Bronze;1; $5.000,00 ;SEMI-ANNUAL;ACTIVE;2;26;2010;NULL;;
A03082;Chambers;Married;M; $113.236,00 ;Materials;80211;65;Gold;1; $9.000,00 ;ANNUAL;ACTIVE;2;26;2010;NULL;;
A03062;Hubbard;Married;F; $114.801,00 ;Industrials;80211;63;Bronze;2; $5.000,00 ;ANNUAL;ACTIVE;2;25;2010;NULL;;
A00242;Floyd;Married;M; $81.183,00 ;Utilities;80211;56;Silver;1; $7.000,00 ;ANNUAL;ACTIVE;2;21;2008;NULL;;
A00240;Drake;Married;M; $63.446,00 ;Real Estate;80211;41;Silver;1; $7.000,00 ;ANNUAL;ACTIVE;2;20;2008;NULL;;
A08107;Cummings;Married;M; $93.425,00 ;Financials;80211;54;Bronze;2; $5.000,00 ;MONTHLY;ACTIVE;2;18;2013;NULL;;
A05372;Hogan;Married;M; $80.265,00 ;Health Care;80211;50;Silver;1; $7.000,00 ;ANNUAL;ACTIVE;2;15;2011;NULL;;
A00221;Figueroa;Married;M; $54.299,00 ;Health Care;80211;53;Platinum;2; $15.000,00 ;ANNUAL;ACTIVE;2;13;2008;NULL;;
A02907;Norman;Married;M; $78.589,00 ;Industrials;80211;62;Platinum;3; $15.000,00 ;ANNUAL;ACTIVE;2;9;2010;NULL;;
A01219;Washington;Married;M; $96.402,00 ;Industrials;80211;56;Platinum;1; $15.000,00 ;ANNUAL;ACTIVE;2;9;2009;NULL;;
A01276;Carpenter;Married;M; $39.820,00 ;Utilities;80211;29;Platinum;2; $15.000,00 ;MONTHLY;ACTIVE;2;6;2009;NULL;;
A08058;Nelson;Married;M; $119.400,00 ;Financials;80211;40;Bronze;2; $5.000,00 ;MONTHLY;ACTIVE;1;31;2013;NULL;;
A07940;Franklin;Married;M; $110.650,00 ;Utilities;80211;63;Silver;2; $7.000,00 ;SEMI-ANNUAL;ACTIVE;1;31;2013;NULL;;
A02786;Cook;Married;M; $76.410,00 ;Unclassified;80211;39;Platinum;3; $15.000,00 ;SEMI-ANNUAL;ACTIVE;1;29;2010;NULL;;
A02867;Nunez;Married;M; $97.539,00 ;Health Care;80211;42;Bronze;1; $5.000,00 ;SEMI-ANNUAL;ACTIVE;1;29;2010;NULL;;
A02807;Abbott;Married;M; $55.451,00 ;Consumer Staples;80211;53;Silver;1; $7.000,00 ;ANNUAL;ACTIVE;1;29;2010;NULL;;
A05300;Parker;Divorced;M; $77.425,00 ;Real Estate;80211;39;Gold;0; $9.000,00 ;ANNUAL;ACTIVE;1;28;2011;NULL;;
A07976;Logan;Married;M; $53.513,00 ;Consumer Discretionary;80211;58;Platinum;1; $15.000,00 ;SEMI-ANNUAL;ACTIVE;1;24;2013;NULL;;
A07969;West;Married;M; $77.103,00 ;Information Technology;80211;57;Platinum;3; $15.000,00 ;ANNUAL;ACTIVE;1;22;2013;NULL;;
A01223;Diaz;Married;M; $118.798,00 ;Materials;80211;27;Platinum;2; $15.000,00 ;ANNUAL;ACTIVE;1;20;2009;NULL;;
A01216;Ramos;Married;F; $100.026,00 ;Energy;80211;35;Silver;3; $7.000,00 ;ANNUAL;ACTIVE;1;15;2009;NULL;;
A02709;Gregory;Married;M; $89.497,00 ;Health Care;80211;37;Gold;1; $9.000,00 ;QUARTERLY;ACTIVE;1;11;2010;NULL;;
A07696;Wallace;Married;M; $52.395,00 ;Energy;80212;38;Gold;3; $9.000,00 ;ANNUAL;ACTIVE;12;31;2012;NULL;;
A07809;Padilla;Married;M; $41.882,00 ;Financials;80212;55;Bronze;1; $5.000,00 ;SEMI-ANNUAL;ACTIVE;12;31;2012;NULL;;
A02664;Schwartz;Single;M; $105.062,00 ;Consumer Discretionary;80212;28;Silver;0; $7.000,00 ;ANNUAL;ACTIVE;12;31;2009;NULL;;
A02658;Harvey;Married;M; $91.250,00 ;Financials;80212;64;Gold;1; $9.000,00 ;ANNUAL;ACTIVE;12;31;2009;NULL;;
A00120;Burns;Widowed;F; $38.034,00 ;Health Care;80212;52;Silver;0; $7.000,00 ;ANNUAL;ACTIVE;12;31;2007;NULL;;
A06229;Webster;Married;M; $70.719,00 ;Financials;80212;43;Bronze;2; $5.000,00 ;ANNUAL;ACTIVE;12;30;2011;NULL;;
A06221;Kelly;Married;M; $53.898,00 ;Industrials;80212;51;Silver;2; $7.000,00 ;ANNUAL;ACTIVE;12;30;2011;NULL;;
A01134;McCoy;Married;F; $107.888,00 ;Consumer Discretionary;80212;49;Platinum;2; $15.000,00 ;MONTHLY;ACTIVE;12;30;2008;NULL;;
A02547;Henry;Single;M; $85.551,00 ;Real Estate;80212;28;Gold;0; $9.000,00 ;ANNUAL;ACTIVE;12;29;2009;NULL;;
A01126;Wilkerson;Married;M; $57.839,00 ;Consumer Discretionary;80212;34;Platinum;1; $15.000,00 ;ANNUAL;ACTIVE;12;29;2008;NULL;;
A07752;Blake;Married;M; $59.177,00 ;Consumer Discretionary;80212;55;Gold;1; $9.000,00 ;SEMI-ANNUAL;ACTIVE;12;24;2012;NULL;;
A01083;Howard;Single;F; $57.133,00 ;Unclassified;80212;21;Platinum;0; $15.000,00 ;SEMI-ANNUAL;ACTIVE;12;24;2008;NULL;;
